cohort,mds1,mds2,generation,toxicity
par2,0.395288,-0.062420,16,0.076900
par2,0.052076,0.118943,18,0.010700
par2,0.054271,0.077781,18,0.012300
par2,0.248462,0.392729,19,0.144300
par2,0.284112,0.373426,19,0.116500
par2,0.285712,0.369280,19,0.113600
par2,0.304270,0.354748,19,0.147800
par2,0.238834,0.362332,19,0.126900
par2,0.101653,-0.198065,5,0.046900
par2,-0.091245,0.405330,6,0.135600
par2,-0.174235,0.731421,8,0.151600
par2,0.032002,-0.198719,16,0.070500
par2,0.009078,0.172906,11,0.021800
par2,-0.201550,0.326529,11,0.034300
par2,-0.029150,0.206687,15,0.024800
par2,0.063688,-0.194487,15,0.018600
par2,-0.097363,0.262183,16,0.032200
par2,0.073283,0.388819,17,0.097400
par2,-0.081280,0.160758,17,0.020600
par2,0.006962,0.107622,17,0.029100
par2,-0.153913,-0.715264,6,0.033600
par2,-0.161272,-0.723396,6,0.147800
par2,-0.146631,-0.680229,6,0.047400
par2,-0.178253,-0.727519,6,0.043200
par2,-0.003394,-0.670666,11,0.044600
par2,-0.170119,-0.732100,11,0.049100
par2,-0.094484,-0.630530,14,0.026500
par2,0.062049,-0.536136,14,0.080800
par2,0.445189,-0.246595,2,0.053500
par2,0.080477,-0.055519,5,0.019200
par2,0.569142,-0.364910,5,0.016600
par2,0.377206,-0.465965,7,0.019700
par2,-0.439969,-0.156672,2,0.091100
par2,-0.571508,-0.131559,3,0.061400
par2,-0.524369,-0.162261,3,0.028000
par2,-0.539019,-0.139915,6,0.037600
par2,-0.022162,-0.142656,7,0.019600
par2,-0.414008,-0.134081,9,0.047100
par2,0.447967,-0.394215,11,0.021800
par2,0.444136,-0.244778,11,0.015600
par2,-0.458598,-0.130230,12,0.088700
par2,-0.438835,-0.156447,15,0.047100
par2,-0.414359,-0.144595,15,0.034500
par2,-0.094112,-0.629458,15,0.019200
par2,0.394847,-0.458730,5,0.024800
par2,-0.020561,0.187940,12,0.097000
par2,0.369417,0.230036,2,0.071300
par2,0.516305,-0.017375,5,0.017600
par2,0.342550,-0.533435,5,0.021100
par2,0.187515,-0.139939,10,0.016600
par2,0.019240,-0.066847,10,0.046400
par2,-0.206689,0.327638,6,0.100900
par2,-0.084941,0.695752,8,0.115700
par2,-0.088209,-0.557713,8,0.057700
par2,0.029380,-0.457240,13,0.029800
par2,0.026239,-0.253176,2,0.047600
par2,0.422985,-0.422304,3,0.071300
par2,0.268084,0.173104,4,0.020000
par2,0.003064,-0.168732,7,0.038500
par2,0.015220,-0.625665,9,0.017100
par2,-0.468125,-0.498230,9,0.088700
par2,-0.139465,-0.569238,10,0.016500
par2,-0.188771,0.776801,10,0.102200
par2,-0.200035,0.337493,10,0.060700
par2,0.423460,-0.417559,11,0.020500
par2,0.611513,-0.133672,12,0.015500
par2,0.019304,-0.068108,12,0.023300
par2,0.047865,0.266581,13,0.064200
par2,0.085546,0.367840,13,0.041700
par2,0.462840,-0.379167,14,0.033100
par2,-0.286162,0.224571,15,0.015700
par2,0.007326,-0.668546,15,0.024800
par2,-0.107793,0.074459,15,0.019100
par2,-0.436211,-0.156576,16,0.029900
par2,-0.386381,-0.130625,16,0.042900
par2,0.477915,-0.299788,16,0.038300
par2,0.472205,-0.293037,16,0.088700
par2,-0.242272,0.241296,17,0.041900
par2,-0.120185,0.050701,18,0.034500
par2,0.112486,0.400045,18,0.053300
par2,0.022365,0.275152,18,0.015700
par2,-0.034358,0.277108,18,0.035900
par2,-0.210717,-0.046052,18,0.016300
par2,0.342441,0.580822,18,0.052300
par2,0.246122,-0.354091,19,0.042400
par2,0.614704,-0.235444,19,0.067400
par2,-0.555179,-0.509566,20,0.040700
par2,0.218014,0.366038,20,0.113100
par2,0.297716,0.333963,20,0.033100
par2,0.281572,0.377146,20,0.114400
par2,0.258982,0.283649,20,0.031400
par2,0.399362,-0.098064,20,0.032600
par2,0.429707,-0.038723,20,0.055500
par2,0.062301,0.317060,21,0.155500
par2,-0.148087,0.742118,21,0.110500
par2,0.423267,-0.404145,21,0.054300
par2,-0.465226,-0.126273,22,0.040400
par2,-0.070432,0.010776,22,0.030600
par2,-0.156996,0.061936,22,0.046900
par2,0.193062,-0.090970,11,0.140800
par2,-0.405950,0.215922,21,0.150500
par2,0.172996,0.264747,22,0.088000
par2,0.126063,0.329594,23,0.018700
par2,0.001663,-0.104940,23,0.025100
par2,0.230705,0.092961,23,0.020600
par2,0.377646,0.557466,23,0.114500
par2,-0.240585,0.693832,23,0.026600
par2,0.377762,-0.078247,24,0.015800
par2,0.530580,-0.542497,24,0.030200
par2,0.424040,-0.405530,25,0.065000
par2,0.122824,-0.064179,25,0.010700
par2,-0.284236,-0.102831,25,0.049600
par2,0.043692,0.354892,25,0.035200
par2,-0.355003,-0.161055,25,0.024100
par2,-0.528233,0.364732,25,0.046400
par2,-0.420309,-0.543528,26,0.070500
par2,-0.139502,0.553333,26,0.285500
par2,-0.417071,-0.512253,26,0.071300
par2,-0.460609,-0.471392,26,0.057000
par2,0.118955,-0.203265,26,0.011200
par2,-0.707645,-0.239313,26,0.015200
par2,0.504980,0.190827,27,0.025200
par2,-0.152643,0.745741,27,0.170300
par2,0.363518,-0.050903,27,0.018700
par2,-0.122517,0.325902,27,0.029300
par2,-0.132337,0.088050,28,0.025400
par2,0.402868,0.289508,28,0.041900
par2,-0.162753,-0.107050,28,0.031300
par2,0.136025,0.048816,28,0.040200
par2,-0.541187,-0.462353,29,0.011700
par2,-0.046790,0.361323,29,0.046600
par2,-0.000188,-0.187605,29,0.051600
par2,0.472194,-0.293163,29,0.019200
par2,0.165370,-0.240627,29,0.096100
par2,0.066015,-0.076757,30,0.025600
par2,0.061099,0.390406,30,0.023000
par2,-0.142572,0.714860,30,0.016300
par2,-0.076906,-0.448070,30,0.019700
par2,-0.046435,-0.240997,30,0.036200
par2,0.350382,-0.483556,31,0.039900
par2,0.003421,0.018338,31,0.093100
par2,0.603864,0.178596,31,0.126900
par2,0.129636,0.369591,31,0.053800
par2,0.096085,-0.066070,31,0.015100
par2,-0.198806,0.313897,31,0.058700
par2,0.064936,0.071013,31,0.094800
par2,-0.717478,0.003802,32,0.029700
par2,-0.539334,-0.129076,32,0.052800
par2,0.266194,0.352269,32,0.038500
par2,0.459246,-0.446147,1,0.020600
par2,-0.172793,0.001479,33,0.032200
par2,-0.188420,-0.156565,33,0.026500
par2,-0.172877,0.737846,33,0.227100
par2,-0.119564,0.391804,33,0.040400
par2,0.220409,0.106158,33,0.022300
par2,-0.583901,-0.303576,33,0.025400
par2,0.107572,0.398400,33,0.056800
par2,0.570837,-0.225014,33,0.015900
par2,-0.147733,0.291254,34,0.024700
par2,0.355059,0.514437,34,0.021800
par2,0.440736,0.055228,34,0.041400
par2,0.200173,-0.193171,34,0.050100
par2,0.439868,0.032548,34,0.042700
par2,-0.021731,0.480225,35,0.021300
par2,-0.150428,-0.254272,35,0.021300
par2,-0.042243,-0.011608,35,0.031900
par2,0.056411,0.397149,35,0.013600
par2,0.086722,-0.165543,35,0.014500
par2,0.198806,0.303533,36,0.017200
par2,0.655241,-0.324542,36,0.024500
par2,0.652692,-0.192966,36,0.006100
par2,-0.558854,0.478655,36,0.013700
par2,-0.381724,0.112746,34,0.016300
par2,0.675926,-0.255433,37,0.009400
par2,0.677759,-0.153737,37,0.034000
par2,-0.002248,0.444156,37,0.111000
par2,0.403176,-0.438333,37,0.017500
par2,0.440971,-0.400198,37,0.018100
par2,0.337682,-0.034443,37,0.054500
par2,0.396479,0.477937,37,0.099200
par2,-0.328633,-0.204535,37,0.044600
par2,0.137821,-0.241051,38,0.052100
par2,-0.084307,0.174801,38,0.047400
par2,-0.106277,-0.022307,38,0.067400
par2,0.285935,-0.431010,23,0.018100
par2,0.098614,-0.332442,17,0.040700
par2,-0.249685,-0.387741,29,0.018700
par2,-0.038397,0.031050,20,0.080800
par2,-0.479232,0.069875,35,0.023400
par2,0.129859,0.322549,39,0.043600
par2,-0.211780,0.205331,39,0.022600
par2,-0.149398,-0.616354,39,0.063000
par2,-0.406759,-0.541452,39,0.112100
par2,-0.234724,0.282807,39,0.057500
par2,0.305479,-0.224987,39,0.024500
par2,-0.729225,-0.432620,21,0.018500
par2,0.017622,-0.280905,27,0.030900
par2,0.837613,-0.138886,27,0.021700
par2,0.313479,0.293464,6,0.015500
par2,-0.199930,0.267319,6,0.070500
par2,-0.237614,0.268809,7,0.022500
par2,0.109046,-0.062023,10,0.017100
par2,0.245291,0.189042,10,0.036400
par2,0.077091,0.096418,11,0.026900
par2,0.433974,-0.101993,14,0.126900
par2,0.190274,0.175867,22,0.039900
par2,0.199562,-0.043664,25,0.014300
par2,0.082370,0.099132,25,0.030300
par2,0.029735,-0.068145,27,0.016000
par2,-0.300946,0.313855,31,0.022700
par2,0.090180,-0.319219,32,0.150500
par2,-0.654417,-0.387896,32,0.007800
par2,0.577130,0.420468,34,0.026700
par2,-0.352579,-0.467401,5,0.093900
par2,-0.392872,-0.469421,9,0.039200
par2,-0.331185,-0.306436,10,0.135600
par2,-0.354020,-0.462922,12,0.038000
par2,-0.370545,-0.405432,15,0.241200
par2,-0.370306,-0.404868,17,0.177200
par2,-0.370330,-0.404837,17,0.158200
par2,-0.365570,-0.406558,20,0.216400
par2,-0.418569,-0.561846,24,0.026500
par2,-0.320478,-0.228025,25,0.080000
par2,-0.341089,-0.312059,30,0.114100
par2,-0.080019,0.678501,15,0.018600
par2,-0.200301,0.640974,16,0.097000
par2,0.145762,0.579294,16,0.033600
par2,0.064718,0.321259,19,0.044900
par2,-0.358510,-0.479382,32,0.065000
par2,-0.275113,-0.143481,33,0.095700
par2,0.140243,0.109682,10,0.032400
par2,0.274760,0.053416,11,0.027000
par2,-0.182680,0.306104,17,0.018700
par2,0.261847,-0.629969,19,0.022800
par2,0.193568,0.108625,8,0.021300
par2,0.221779,0.167277,8,0.021400
par2,0.395372,-0.234488,3,0.035900
par2,0.201015,-0.310066,18,0.021100
par2,0.387797,-0.660087,25,0.024800
par2,0.234371,-0.611419,4,0.025300
par2,0.105698,-0.405847,10,0.026300
par2,0.039212,-0.164412,13,0.030500
par2,0.158790,-0.236754,31,0.017800
par2,0.159968,0.106335,32,0.024100
par2,0.209816,-0.614311,34,0.027800
par2,0.299937,-0.192186,34,0.033100
par2,-0.403347,-0.442247,35,0.233800
par2,-0.335740,-0.405637,35,0.175500
par2,0.048491,0.386947,35,0.053500
par2,0.346090,-0.301747,2,0.015200
par2,0.080072,-0.723586,36,0.045900
par2,0.230185,0.666333,36,0.036400
par2,0.702024,-0.024499,36,0.045100
par2,0.071019,-0.167613,37,0.015500
par2,0.077521,-0.054043,37,0.014800
par2,0.171965,0.362368,38,0.047600
par2,0.445278,-0.090694,38,0.017200
par2,0.051666,0.233478,38,0.021500
par2,0.170554,0.584152,38,0.070500
par2,0.223361,-0.454096,38,0.021100
par2,0.167511,0.109911,38,0.023200
par2,0.235246,-0.554788,38,0.111700
par2,0.001437,0.097642,38,0.110500
par2,-0.153866,0.706532,24,0.329700
par2,-0.153969,0.704836,24,0.351900
par2,0.075112,0.576722,29,0.362500
par2,-0.120794,0.737355,31,0.361000
par2,0.133002,0.585662,33,0.123500
par2,0.099824,0.529880,35,0.020000
par2,0.019197,0.575833,35,0.254600
par2,0.122191,0.544707,35,0.217800
par2,0.062125,0.579779,35,0.116500
par2,0.017140,0.542212,35,0.241200
par2,-0.010812,0.545687,35,0.167700
par2,-0.023953,0.651262,36,0.156000
par2,0.024898,0.561151,36,0.140800
par2,-0.034112,0.624144,36,0.079300
par2,-0.135784,0.686032,36,0.201000
par2,-0.255965,0.519369,36,0.038300
par2,0.005872,0.606072,36,0.107400
par2,0.066731,0.503258,36,0.076900
par2,0.042873,0.549456,36,0.202200
par2,0.049416,0.532539,36,0.113700
par2,0.099278,-0.321162,1,0.020600
par2,0.470699,-0.292553,2,0.076900
par2,0.483769,-0.088284,2,0.034500
par2,0.608029,-0.060374,6,0.017000
par2,0.224909,0.485617,4,0.021800
par2,0.203491,0.491693,3,0.016000
par2,0.325135,-0.181750,3,0.020700
par2,0.396726,-0.197645,9,0.015000
par2,0.061723,0.289373,15,0.021000
par2,0.641858,-0.206825,17,0.021100
par2,0.645277,-0.209565,17,0.031400
par2,0.477158,0.312613,18,0.031300
par2,0.666289,-0.247324,20,0.022000
par2,0.436898,-0.169318,20,0.018500
par2,0.465137,0.285752,24,0.026600
par2,0.544482,-0.199277,24,0.035000
par2,0.465898,0.334177,24,0.020800
par2,0.752733,-0.182490,25,0.018000
par2,0.305897,-0.272400,26,0.058500
par2,0.103599,0.310422,26,0.023900
par2,0.437566,-0.179569,16,0.021800
par2,0.318077,-0.300476,32,0.089500
par2,0.433360,-0.158607,34,0.070500
par2,0.371028,-0.229376,34,0.009000
par2,0.239302,-0.040928,8,0.005400
par2,0.471233,0.351979,36,0.035900
par2,0.033634,0.564962,37,0.262900
par2,0.018886,0.512731,37,0.103100
par2,0.094030,0.551596,37,0.020800
par2,-0.045210,0.608314,37,0.180800
par2,-0.007863,0.377121,37,0.278600
par2,0.040799,0.619681,37,0.191200
par2,0.090390,0.577118,37,0.126900
par2,0.082910,0.636799,37,0.259200
par2,0.035281,0.579869,37,0.202400
par2,0.021559,0.588674,37,0.078500
par2,-0.211643,0.511791,37,0.097000
par2,0.061088,0.033435,9,0.035200
par2,0.151904,-0.000459,11,0.013900
par2,0.078655,-0.052257,11,0.015300
par2,0.054508,-0.290626,13,0.022000
par2,0.021736,-0.330505,28,0.021900
par2,-0.161969,-0.727395,3,0.084000
par2,-0.146568,-0.737681,7,0.027700
par2,-0.096129,-0.631181,13,0.025100
par2,-0.010553,-0.621720,20,0.038500
par2,0.051444,-0.275805,33,0.046900
par2,-0.154842,-0.669022,34,0.062200
par2,0.062589,-0.265139,14,0.031900
par2,-0.017130,-0.236137,8,0.034500
par2,0.013411,-0.219798,26,0.042200
par2,0.198619,0.458441,27,0.076900
par2,0.186028,0.196245,28,0.239600
par2,0.153145,0.161011,30,0.056500
par2,0.167902,-0.136060,30,0.023000
par2,0.047669,-0.284680,7,0.058000
par2,0.173934,0.126527,9,0.047600
par2,0.297661,-0.201210,22,0.031100
par2,0.018962,-0.114047,26,0.019100
par2,0.481207,-0.024230,28,0.068200
par2,0.107794,-0.229294,31,0.029200
par2,0.361854,0.084643,31,0.093500
par2,-0.324046,-0.131551,3,0.024800
par2,-0.178572,0.352820,16,0.082400
par2,-0.197369,0.338304,17,0.036900
par2,0.103357,0.131686,8,0.009700
par2,-0.191625,0.346736,18,0.029800
par2,0.128466,0.444624,21,0.032200
par2,-0.304095,-0.369545,12,0.028400
par2,0.314871,-0.492308,17,0.043200
par2,-0.540179,-0.061370,2,0.111100
par2,0.140567,-0.305719,2,0.041400
par2,-0.624661,-0.142785,3,0.015800
par2,0.253544,0.094261,9,0.064200
par2,-0.096160,-0.383689,15,0.026900
par2,0.025718,-0.266984,19,0.038800
par2,0.596529,-0.340852,21,0.023900
par2,-0.301326,-0.348192,25,0.029100
par2,-0.243785,-0.118945,26,0.043900
par2,-0.119432,0.393014,27,0.069000
par2,-0.175782,0.339336,28,0.043200
par2,-0.633602,-0.109910,30,0.008700
par2,-0.216622,0.709281,16,0.084000
par2,-0.177248,0.721707,23,0.038500
par2,-0.632150,0.460437,23,0.075300
par2,-0.096530,0.765097,23,0.061400
par2,-0.197621,0.705805,23,0.112500
par2,-0.311290,0.684244,23,0.113300
par2,-0.184938,0.715215,23,0.016000
par2,-0.046954,0.529141,23,0.198700
par2,-0.197337,0.722832,23,0.051300
par2,-0.202760,0.706303,23,0.294100
par2,-0.202551,0.714463,24,0.182700
par2,-0.302437,0.627202,24,0.080800
par2,-0.179490,0.695247,24,0.110000
par2,-0.204813,0.709836,24,0.229800
par2,-0.008503,0.796440,24,0.285500
par2,-0.416181,0.656332,24,0.161000
par2,-0.150612,-0.071920,18,0.105200
par2,-0.246205,0.123699,16,0.091100
par2,0.149513,0.119474,9,0.052800
par2,0.226269,0.132036,9,0.034000
par2,0.176897,0.123208,9,0.066600
par2,0.178417,0.112393,8,0.027700
par2,0.161496,0.107291,8,0.060300
par2,0.168544,0.127901,8,0.034500
par2,-0.263595,0.083647,1,0.084000
par2,-0.135508,-0.012962,1,0.028700
par2,-0.230868,0.049593,2,0.012900
par2,-0.391788,0.157897,2,0.019600
par2,-0.276962,0.077737,4,0.144300
par2,-0.317072,0.124217,5,0.104800
par2,-0.249140,0.029140,5,0.120000
par2,0.156332,0.145978,12,0.112200
par2,-0.303183,0.068837,13,0.114500
par2,0.076601,0.078386,13,0.041200
par2,-0.268223,0.064965,15,0.171100
par2,-0.273235,0.227138,15,0.074500
par2,-0.254602,-0.000464,16,0.097000
par2,-0.282304,0.035465,17,0.113800
par2,-0.288444,0.053681,19,0.018700
par2,-0.243997,0.011193,22,0.019500
par2,-0.450193,0.130405,22,0.111200
par2,-0.378686,-0.178121,22,0.028600
par2,0.180869,-0.607548,17,0.026400
par2,-0.023794,-0.273351,1,0.020700
par2,0.049222,-0.263718,7,0.015800
par2,-0.000633,-0.217480,10,0.019500
par2,-0.120074,-0.345485,12,0.020000
par2,-0.167573,-0.620403,13,0.031200
par2,-0.561573,-0.340054,16,0.079300
par2,-0.211108,-0.675760,16,0.014600
par2,-0.147616,-0.598796,18,0.015400
par2,-0.240537,0.189376,25,0.107400
par2,-0.261668,0.134649,25,0.073700
par2,-0.141991,-0.682461,26,0.052300
par2,-0.247481,0.317930,26,0.024000
par2,-0.351590,-0.350087,26,0.110000
par2,-0.577300,0.126462,28,0.023900
par2,-0.158427,-0.602630,29,0.014800
par2,-0.149368,0.718964,29,0.242800
par2,-0.158638,0.755240,29,0.110600
par2,-0.119543,0.692765,29,0.163300
par2,-0.140485,0.711359,29,0.276400
par2,0.073688,0.796598,29,0.021100
par2,-0.144501,0.710615,29,0.292200
par2,0.372399,-0.282228,7,0.034000
par2,0.357445,-0.275295,8,0.027200
par2,0.520025,-0.042688,10,0.166800
par2,0.351594,-0.278883,12,0.027300
par2,0.447630,-0.266500,15,0.035200
par2,0.339843,-0.302068,15,0.026500
par2,0.335649,-0.285862,16,0.031700
par2,0.336878,-0.286277,20,0.024800
par2,-0.142014,0.395969,20,0.094800
par2,0.203589,-0.072423,20,0.108700
par2,0.362110,-0.268857,20,0.019500
par2,0.456202,-0.605434,22,0.111600
par2,0.703075,-0.102308,22,0.024700
par2,-0.309783,0.013661,5,0.024800
par2,-0.680488,-0.325538,9,0.056000
par2,-0.339635,0.073809,15,0.053500
par2,-0.255525,0.401171,14,0.101800
par2,-0.653162,-0.293132,20,0.050100
par2,0.362441,-0.472057,1,0.019900
par2,-0.173575,0.213915,21,0.053000
par2,-0.061415,-0.241649,24,0.074500
par2,0.716888,-0.101150,27,0.053800
par2,0.439881,-0.291766,27,0.051800
par2,0.488753,0.343963,9,0.016600
par2,0.335078,0.280435,12,0.113900
par2,0.332016,0.068271,17,0.015600
par2,0.250022,0.350574,8,0.009400
par2,0.293249,0.229117,19,0.023100
par2,0.449689,0.339089,21,0.014000
par2,0.357003,0.218249,21,0.014500
par2,0.220136,-0.480631,21,0.019200
par2,0.303075,0.327603,24,0.016800
par2,0.308137,-0.014032,9,0.020700
par2,0.444798,0.004851,22,0.163300
par2,0.118101,0.140001,22,0.027700
par2,0.109373,0.105936,22,0.025700
par2,0.183595,0.083179,24,0.028400
par2,0.312096,0.357595,25,0.022300
par2,0.103272,-0.415598,25,0.016300
par2,0.247934,0.388509,25,0.036600
par2,-0.120696,0.701266,4,0.076900
par2,-0.166355,0.751786,9,0.266700
par2,-0.103338,0.716544,9,0.236700
par2,-0.147439,0.712569,10,0.112600
par2,-0.170857,0.745543,15,0.234200
par2,-0.147704,0.747747,15,0.189300
par2,-0.126336,0.721494,15,0.223100
par2,-0.087806,0.704049,15,0.097000
par2,-0.131704,0.733131,15,0.073700
par2,-0.098320,0.762644,15,0.150500
par2,-0.122421,0.736606,15,0.081600
par2,-0.177096,0.765185,16,0.100000
par2,-0.166528,0.752434,16,0.111700
par2,-0.118692,0.718428,16,0.177200
par2,-0.145888,0.718385,16,0.110000
par2,-0.160993,0.752195,16,0.109100
par2,-0.123558,0.714428,16,0.135600
par2,-0.160815,0.752105,17,0.150500
par2,-0.077160,0.702858,17,0.187400
par2,-0.099706,0.690336,17,0.083200
par2,-0.199785,0.761760,17,0.142600
par2,-0.177873,0.689386,17,0.322900
par2,-0.173821,0.752724,17,0.110900
par2,-0.171837,0.745226,19,0.099600
par2,-0.157448,0.738740,22,0.104800
par2,-0.115630,0.726462,22,0.179800
par2,-0.100350,0.713585,22,0.135600
par2,0.173230,0.125761,9,0.014900
par2,0.090022,0.118469,9,0.020000
par2,0.180194,0.123675,8,0.019600
par2,0.174029,0.114360,8,0.020500
par2,-0.068636,-0.276911,2,0.033300
par2,-0.603671,-0.177862,4,0.103500
par2,-0.303264,-0.094145,5,0.111600
par2,-0.220402,-0.042233,12,0.117400
par2,-0.445077,-0.132659,12,0.031900
par2,-0.479104,-0.159638,12,0.034300
par2,-0.545083,-0.167949,18,0.072100
par2,-0.028015,-0.642053,18,0.151000
par2,0.172355,0.104714,19,0.019200
par2,0.174373,0.123990,19,0.017300
par2,0.167818,0.091075,19,0.015800
par2,-0.133579,0.719324,23,0.113100
par2,-0.146107,0.731673,23,0.236700
par2,-0.171838,0.747621,23,0.113900
par2,-0.149751,0.723383,23,0.051800
par2,-0.144509,0.737774,23,0.108700
par2,-0.120692,0.739106,23,0.158800
par2,-0.088630,0.713384,23,0.084800
par2,-0.097332,0.726500,23,0.040900
par2,-0.094456,0.714745,23,0.152700
par2,-0.099703,0.671010,23,0.110700
par2,-0.168610,0.748138,23,0.024300
par2,-0.090771,0.688339,23,0.120000
par2,-0.143056,0.712102,23,0.137400
par2,-0.138394,0.723636,23,0.304900
par2,-0.152384,0.711858,23,0.118300
par2,-0.104307,0.715375,23,0.056000
par2,-0.098520,0.713129,23,0.285500
par2,-0.145867,0.717658,23,0.241200
par2,-0.152585,0.714585,23,0.316900
par2,-0.115719,0.728888,23,0.099200
par2,-0.168739,0.749804,23,0.109600
par2,0.293385,-0.294639,6,0.019600
par2,0.596172,0.084635,9,0.025100
par2,0.384330,-0.288910,12,0.085600
par2,0.099372,-0.188973,18,0.052800
par2,-0.346291,-0.262540,6,0.054800
par2,-0.531739,-0.539977,8,0.114300
par2,-0.524259,-0.505426,12,0.097400
par2,-0.467410,-0.497925,8,0.114100
par2,-0.389416,-0.381153,9,0.070500
par2,-0.440622,-0.480403,9,0.013900
par2,-0.219780,-0.218730,5,0.017300
par2,-0.498415,-0.472413,13,0.102600
par2,0.243132,-0.524098,3,0.021100
par2,0.289182,-0.500119,4,0.091100
par2,0.246848,-0.522889,4,0.022400
par2,0.269230,-0.531188,4,0.049100
par2,0.334200,-0.489537,4,0.031700
par2,0.740168,-0.153851,1,0.019000
par2,0.183021,-0.537535,8,0.038800
par2,0.310736,-0.441685,8,0.012700
par2,0.000966,-0.258474,5,0.036900
par2,0.059693,-0.418957,5,0.039200
par2,-0.012239,-0.267549,6,0.057500
par2,0.268158,-0.495939,9,0.051600
par2,0.225194,-0.225132,3,0.048600
par2,-0.530622,-0.633142,17,0.069000
par2,-0.386699,0.269967,17,0.020800
par2,-0.061791,-0.303224,18,0.038300
par2,-0.409058,-0.364568,18,0.026000
par2,0.378760,0.197640,4,0.023800
par2,0.381933,0.194967,6,0.058000
par2,0.269016,0.320812,8,0.064200
par2,0.293924,0.241905,10,0.015900
par2,0.390597,0.229516,10,0.018700
par2,0.189130,0.144504,10,0.050600
par2,0.241310,0.142238,11,0.033100
par2,-0.110723,-0.164661,3,0.025800
par2,0.136131,0.070322,15,0.018700
par2,0.122696,-0.420785,5,0.028600
par2,0.013731,-0.697069,6,0.035900
par2,0.011964,-0.696601,10,0.057700
par2,0.103582,-0.007326,11,0.025600
par2,0.321487,0.323462,12,0.021900
par2,0.390406,0.134971,12,0.101300
par2,0.302380,0.169312,5,0.019200
par2,0.607111,0.125589,7,0.025800
par2,0.129070,0.134872,9,0.034300
par2,0.192246,0.046281,7,0.022500
par2,0.132999,-0.047606,8,0.026700
par2,-0.456731,0.151595,8,0.023600
par2,0.147186,0.062311,8,0.027400
par2,0.039211,0.057019,8,0.021400
par2,0.432512,-0.240053,2,0.039200
par2,0.663294,-0.250801,5,0.017500
par2,0.083697,-0.149964,7,0.032200
par2,0.038762,0.094596,6,0.041700
par2,-0.357183,0.531337,6,0.049600
par2,0.473987,-0.277690,8,0.017800
par2,0.107522,0.244516,9,0.044900
par2,0.114114,0.379066,9,0.203100
par2,0.410418,0.007005,10,0.019200
par2,0.126611,0.360720,10,0.080800
par2,-0.165650,0.282258,11,0.200100
par2,0.134585,0.216362,11,0.028900
par2,0.335596,0.184239,11,0.058200
par2,0.410257,-0.049095,11,0.018800
par2,0.245304,0.454462,12,0.038300
par2,0.326596,0.080683,14,0.020500
par2,0.279491,-0.209618,14,0.018000
par2,-0.089593,-0.653479,14,0.063800
par2,0.106010,0.231655,14,0.031100
par2,-0.155888,0.359791,14,0.106100
par2,0.210545,0.276352,14,0.028500
par2,0.097209,0.235757,14,0.035500
par2,0.082552,0.026742,15,0.025700
par2,-0.086367,-0.668019,15,0.019400
par2,0.420508,0.015287,15,0.024300
par2,0.072983,0.011634,16,0.111300
par2,0.199578,-0.105012,16,0.010600
par2,-0.069578,0.273459,17,0.039000
par2,0.365143,0.219570,18,0.028900
par2,0.531115,-0.236144,19,0.028900
par2,0.347991,0.158117,19,0.020700
par2,-0.003930,-0.704712,19,0.093100
par2,0.137305,-0.441535,19,0.029300
par2,-0.490757,-0.579592,20,0.018700
par2,-0.028322,-0.421941,20,0.039900
par2,0.296266,-0.577522,21,0.013100
par2,0.266105,0.304007,21,0.066600
par2,0.374777,-0.233834,21,0.032600
par2,0.405006,-0.042129,22,0.023300
par2,0.082403,0.361370,22,0.105700
par2,-0.078433,-0.258013,22,0.075300
par2,0.276149,-0.464083,22,0.005000
par2,0.013989,-0.647815,22,0.018100
par2,0.147639,0.112594,24,0.021900
par2,-0.161580,0.750679,24,0.112300
par2,-0.103038,0.703747,24,0.090300
par2,-0.197628,0.757999,24,0.098700
par2,0.242711,0.117968,24,0.023100
par2,0.170790,0.079728,24,0.027700
par2,-0.125726,0.258344,24,0.088700
par2,-0.084045,0.560000,24,0.095300
par2,-0.149312,0.717262,24,0.111600
par2,-0.147660,0.764403,25,0.156000
par2,-0.689757,-0.430963,25,0.017800
par2,0.089878,-0.127113,25,0.104800
par2,-0.073087,0.258610,25,0.023900
par2,0.176737,0.278352,26,0.074500
par2,0.253046,0.229354,26,0.078500
par2,0.041706,0.074279,26,0.113100
par2,0.109091,0.474764,26,0.023400
par2,0.162794,0.118622,26,0.023600
par2,0.535485,0.103466,18,0.007300
par2,0.202356,-0.104229,27,0.018500
par2,-0.503077,0.322814,27,0.103900
par2,0.212111,0.253205,27,0.015900
par2,0.089305,0.012603,27,0.112600
par2,0.234977,-0.542436,27,0.102600
par2,0.371453,-0.266836,28,0.036600
par2,0.580778,0.301343,28,0.035500
par2,-0.531404,0.319010,28,0.155500
par2,-0.241160,0.378741,16,0.084800
par2,-0.046044,0.623152,24,0.161600
par2,-0.103281,0.693990,29,0.084800
par2,-0.096407,0.685489,29,0.096600
par2,-0.140081,0.701948,29,0.097900
par2,-0.168007,0.713506,29,0.155500
par2,-0.140442,0.697491,29,0.059200
par2,-0.111788,0.731868,29,0.104400
par2,-0.111458,0.720284,29,0.234500
par2,-0.156451,0.720960,29,0.119100
par2,-0.169158,0.750363,29,0.086400
par2,-0.135476,0.704402,29,0.104800
par2,-0.117253,0.730599,29,0.093100
par2,-0.122757,0.707111,29,0.029000
