cohort,mds1,mds2,generation,toxicity
seq,0.062911,-0.421447,0,0.012500
seq,-0.093781,0.343497,41,0.168500
seq,-0.016574,0.338443,54,0.171100
seq,0.162486,-0.109610,54,0.017700
seq,-0.120138,-0.122031,54,0.027300
seq,0.481535,-0.439583,35,0.020400
seq,0.445338,0.384563,55,0.039900
seq,0.450933,0.352691,55,0.045600
seq,0.443403,0.363033,55,0.064200
seq,-0.350783,-0.359149,57,0.039200
seq,-0.094572,-0.321926,57,0.022500
seq,-0.361871,-0.356654,57,0.019600
seq,-0.372770,-0.330289,57,0.058500
seq,-0.398771,-0.353709,57,0.019400
seq,-0.281995,-0.265357,58,0.024600
seq,-0.046021,-0.424176,59,0.019200
seq,-0.122414,-0.452319,59,0.019200
seq,-0.181277,-0.297768,59,0.024100
seq,0.005596,-0.228532,59,0.022400
seq,0.044565,0.474634,60,0.221800
seq,-0.399033,0.147180,61,0.046600
seq,0.327068,-0.540449,61,0.022600
seq,0.297795,-0.315630,30,0.024500
seq,-0.159184,0.387998,63,0.093100
seq,0.288497,-0.232555,0,0.017800
seq,-0.134883,-0.083047,22,0.031400
seq,0.482024,-0.566018,0,0.027800
seq,-0.234925,-0.225634,0,0.016700
seq,0.652139,-0.482173,0,0.032200
seq,-0.470285,-0.474408,0,0.049300
seq,-0.644820,-0.298729,0,0.016000
seq,0.739908,0.149173,0,0.058500
seq,-0.236450,0.551510,0,0.069800
seq,-0.163166,0.744814,0,0.112500
seq,-0.114108,-0.386552,0,0.014700
seq,-0.255612,-0.257853,14,0.024500
seq,-0.160509,0.034529,20,0.014600
seq,0.084912,-0.319588,25,0.012100
seq,-0.152365,-0.009993,26,0.264800
seq,-0.334429,0.180307,47,0.010400
seq,-0.043242,0.277384,64,0.172000
seq,-0.020803,0.382649,64,0.386000
seq,0.247591,0.383529,64,0.094800
seq,0.035020,0.443838,64,0.036200
seq,0.168149,-0.300454,25,0.030400
seq,0.521706,-0.617485,25,0.169400
seq,0.200243,-0.437851,25,0.029900
seq,0.225089,-0.251325,52,0.054500
seq,-0.182801,0.497263,41,0.514000
seq,-0.202986,0.500731,41,0.202200
seq,-0.196376,0.505920,41,0.400600
seq,-0.186341,0.490274,47,0.505000
seq,-0.241800,0.494270,47,0.113900
seq,0.400826,-0.050401,15,0.479000
seq,-0.004980,0.065531,24,0.535800
seq,-0.159423,0.358140,33,0.509400
seq,-0.044021,0.059876,34,0.556000
seq,-0.199154,0.500715,34,0.572700
seq,-0.094081,0.196473,40,0.519800
seq,-0.399884,0.441527,42,0.246000
seq,-0.138093,0.420702,45,0.169400
seq,-0.200746,0.504746,46,0.153200
seq,-0.166052,0.508730,47,0.660000
seq,-0.259843,0.490704,53,0.110400
seq,-0.436399,0.494706,54,0.584100
seq,-0.416610,0.499232,54,0.237400
seq,-0.236004,0.492864,54,0.113700
seq,-0.172041,0.507390,55,0.094800
seq,-0.206635,0.501181,55,0.056300
seq,-0.198616,0.501793,55,0.029100
seq,-0.264681,0.347678,55,0.146000
seq,-0.181193,0.505379,55,0.322900
seq,-0.170431,0.507703,57,0.447500
seq,-0.175221,0.506912,57,0.285500
seq,-0.431962,0.471021,57,0.159900
seq,0.256073,0.590807,58,0.685300
seq,-0.406871,0.470808,64,0.200800
seq,-0.405107,0.411303,64,0.149500
seq,0.140024,0.603926,64,0.044100
seq,-0.120690,0.443260,64,0.125200
seq,-0.190088,0.507896,64,0.114200
seq,-0.197126,0.505924,64,0.423500
seq,-0.411382,0.466229,64,0.101800
seq,-0.187454,0.507625,64,0.019600
seq,-0.187531,0.508132,64,0.105200
seq,0.167225,0.596423,64,0.177200
seq,0.253441,0.611462,65,0.052800
seq,-0.322110,0.494682,65,0.429900
seq,-0.167591,0.485728,66,0.507900
seq,-0.204783,0.477567,66,0.649100
seq,-0.200895,0.503531,66,0.181700
seq,-0.188881,0.503726,67,0.021700
seq,0.274643,0.619067,67,0.447500
seq,0.403537,0.258275,4,0.027100
seq,0.132289,0.107890,34,0.024100
seq,0.161140,0.175536,34,0.040400
seq,0.225537,0.098284,56,0.044400
seq,0.141181,0.177866,56,0.046400
seq,0.547502,0.073430,49,0.008000
seq,0.192970,0.516450,68,0.039200
seq,0.129888,0.346001,14,0.025400
seq,0.120685,0.328355,20,0.051100
seq,0.165069,0.373278,20,0.045900
seq,0.028638,0.342538,33,0.069000
seq,0.101577,0.418017,4,0.084000
seq,0.129918,0.558606,31,0.179800
seq,-0.082675,0.127433,39,0.440400
seq,-0.075149,0.072143,40,0.449300
seq,0.068407,0.135284,10,0.030300
seq,0.365588,-0.165470,53,0.026000
seq,-0.142822,-0.035354,53,0.019900
seq,0.109242,0.528469,58,0.187400
seq,0.038810,0.344299,58,0.181700
seq,0.023731,0.353700,58,0.091100
seq,0.008334,0.355091,58,0.030400
seq,-0.006503,0.345381,58,0.173700
seq,0.654288,-0.134580,2,0.017000
seq,0.105575,-0.846072,33,0.026600
seq,0.335233,0.253859,63,0.040700
seq,0.284767,0.338526,63,0.056800
seq,0.260525,0.306844,63,0.032400
seq,0.335699,0.159947,42,0.026100
seq,0.308755,-0.310471,5,0.020800
seq,0.313378,0.281219,54,0.034300
seq,0.307874,0.106778,54,0.039900
seq,0.338963,0.173135,54,0.022000
seq,0.303361,-0.047227,54,0.033300
seq,-0.357875,-0.160656,7,0.103900
seq,-0.038331,0.355549,27,0.016800
seq,-0.421982,0.330695,44,0.028600
seq,-0.188438,0.495965,47,0.035200
seq,-0.201707,0.494434,47,0.021200
seq,-0.281179,0.461607,46,0.051300
seq,-0.169461,0.433384,53,0.093900
seq,-0.024938,0.386005,53,0.144300
seq,0.313329,0.574291,53,0.098700
seq,-0.228953,0.498453,53,0.109600
seq,-0.220332,0.496187,54,0.056800
seq,0.062918,0.222365,50,0.021700
seq,0.385980,0.112309,15,0.025400
seq,0.380529,0.409978,22,0.061000
seq,0.295481,0.044284,23,0.047100
seq,0.123365,0.325933,7,0.009200
seq,0.530135,0.233277,32,0.028000
seq,0.231185,0.313366,32,0.035000
seq,0.310170,0.386543,32,0.020100
seq,0.469360,0.022273,37,0.028100
seq,0.235663,0.130216,50,0.030300
seq,0.235095,0.271616,50,0.033600
seq,0.260546,0.350459,50,0.037800
seq,0.430057,0.192130,54,0.048800
seq,-0.580431,0.223479,56,0.043200
seq,-0.232816,0.497937,56,0.109600
seq,-0.066743,0.453372,56,0.027300
seq,0.222520,-0.213982,8,0.051600
seq,0.238461,-0.207584,5,0.039000
seq,-0.484605,-0.173492,13,0.017200
seq,0.251420,-0.135088,36,0.029800
seq,0.167790,-0.061846,36,0.024100
seq,0.379236,0.260168,34,0.032900
seq,0.342766,0.384121,2,0.254600
seq,0.177254,0.332841,3,0.059000
seq,0.348384,0.312365,34,0.029600
seq,0.301178,0.322947,34,0.051300
seq,0.369908,0.286127,34,0.034500
seq,0.305683,0.249245,34,0.064200
seq,0.370159,0.315576,34,0.038800
seq,0.392535,0.291018,34,0.029100
seq,0.012749,0.083512,16,0.030200
seq,0.558195,-0.083361,2,0.110800
seq,0.532666,-0.180342,6,0.050800
seq,0.583440,-0.087580,6,0.094800
seq,0.555826,-0.088523,12,0.111700
seq,0.072451,-0.316461,23,0.092600
seq,0.341770,-0.418664,29,0.015000
seq,0.469014,-0.383427,29,0.114000
seq,0.264418,-0.390311,29,0.012600
seq,-0.480961,-0.311893,31,0.035700
seq,-0.039361,-0.258704,12,0.076900
seq,0.114846,-0.170263,14,0.119100
seq,0.203146,-0.251231,14,0.034000
seq,-0.078204,-0.201414,14,0.025200
seq,0.091876,-0.142617,15,0.116500
seq,0.041612,-0.068452,18,0.146000
seq,0.181604,-0.201083,18,0.108700
seq,0.060514,-0.110045,15,0.114100
seq,0.094041,-0.142854,19,0.054800
seq,0.063221,-0.120366,19,0.090300
seq,0.085058,-0.118923,19,0.229800
seq,-0.016227,-0.182971,19,0.153800
seq,0.110809,-0.120310,19,0.080800
seq,0.207480,-0.225086,19,0.112100
seq,0.138356,-0.184534,19,0.050800
seq,0.082081,-0.056153,21,0.132100
seq,0.080693,-0.082756,21,0.113400
seq,0.059929,-0.147546,21,0.139100
seq,0.021251,-0.117338,21,0.114000
seq,0.098340,-0.142079,21,0.108700
seq,0.029048,-0.134790,21,0.108700
seq,0.060034,-0.091782,26,0.146000
seq,0.029462,-0.134545,31,0.139100
seq,0.125800,-0.169395,31,0.097900
seq,0.140726,0.122290,7,0.026100
seq,0.096199,0.093889,7,0.045100
seq,0.273797,0.141746,24,0.154400
seq,0.165793,0.093702,7,0.022800
seq,0.170659,0.113242,21,0.026300
seq,0.149643,0.094702,21,0.021300
seq,0.364307,-0.073286,21,0.019900
seq,0.299417,-0.019769,21,0.020700
seq,0.109975,0.060043,31,0.040200
seq,-0.025807,-0.267310,31,0.105200
seq,-0.014740,-0.247674,31,0.227100
seq,0.248292,-0.067362,33,0.146000
seq,0.018421,0.257195,35,0.096100
seq,0.373869,-0.461627,1,0.007800
seq,0.371230,-0.457744,16,0.018700
seq,0.269991,-0.426003,1,0.006600
seq,0.309881,-0.643473,26,0.031100
seq,0.645420,-0.454428,26,0.019500
seq,0.387421,-0.738184,29,0.025300
seq,-0.132117,0.256411,35,0.027000
seq,0.049244,-0.307121,37,0.023700
seq,0.032118,-0.263241,37,0.016300
seq,0.086357,-0.268065,37,0.020500
seq,0.009234,-0.297168,37,0.018700
seq,0.362007,-0.119189,38,0.030000
seq,0.074985,-0.117649,41,0.093100
seq,0.132387,0.109738,41,0.009700
seq,0.074388,-0.128172,41,0.104400
seq,0.058752,0.084437,41,0.021200
seq,0.129346,-0.149400,41,0.135600
seq,-0.382395,-0.268914,41,0.146000
seq,0.177776,0.254677,41,0.034000
seq,0.341991,-0.134684,42,0.028600
seq,0.257636,-0.305820,42,0.058500
seq,0.354845,-0.093826,42,0.028400
seq,0.511698,-0.247108,43,0.005000
seq,0.464814,-0.327704,43,0.014100
seq,0.358517,0.303064,49,0.026400
seq,0.223713,0.352236,49,0.142600
seq,0.355339,0.293618,49,0.035500
seq,0.360740,0.290657,49,0.018100
seq,0.401571,0.297694,49,0.031700
seq,0.349731,0.268680,49,0.042700
seq,0.419033,0.466374,49,0.032200
seq,0.637837,0.233145,49,0.021200
seq,0.338242,0.296220,49,0.039700
seq,0.355447,0.095700,49,0.111500
seq,0.195341,-0.309765,52,0.021400
seq,0.289507,-0.319616,52,0.025000
seq,0.410262,0.587903,54,0.033600
seq,0.176924,-0.244841,55,0.047600
seq,0.188386,-0.349018,55,0.018600
seq,0.133426,-0.395537,55,0.018600
seq,0.436072,0.260614,57,0.012500
seq,0.312798,0.306245,57,0.043400
seq,0.296641,0.184357,57,0.041900
seq,0.025405,0.285136,59,0.029300
seq,-0.105764,0.283834,59,0.059200
seq,-0.034804,0.332829,59,0.021300
seq,0.045139,0.341690,59,0.098300
seq,-0.091447,0.091857,59,0.021000
seq,-0.083500,0.257639,59,0.023800
seq,-0.041016,0.353753,59,0.022400
seq,0.159158,0.466029,60,0.024500
seq,0.293087,0.138431,61,0.031200
seq,0.282237,0.163188,61,0.016000
seq,0.273879,0.233628,61,0.035500
seq,-0.143829,-0.710365,62,0.021300
seq,-0.104322,-0.646848,62,0.491400
seq,-0.138747,-0.717428,62,0.025400
seq,0.357101,0.286146,63,0.025300
seq,0.372859,-0.462737,63,0.015000
seq,0.406667,-0.502622,63,0.012800
seq,0.317344,0.421496,63,0.039900
seq,0.176446,0.418690,63,0.068200
seq,0.434945,0.281384,63,0.029700
seq,0.428825,-0.521034,63,0.005800
seq,0.577422,0.028698,63,0.012700
seq,0.234614,0.486508,64,0.017500
seq,0.008079,0.481284,65,0.152700
seq,0.031901,-0.370138,65,0.021800
seq,0.284880,0.337406,65,0.034500
seq,0.296749,0.512522,65,0.039900
seq,0.387036,0.187759,65,0.023900
seq,0.360759,0.304655,65,0.092600
seq,0.526644,0.124660,65,0.034000
seq,0.307090,0.325338,65,0.032200
seq,-0.181292,0.308973,66,0.070500
seq,-0.043475,0.335628,66,0.103500
seq,0.053987,0.333905,66,0.192200
seq,0.090300,0.355264,66,0.085600
seq,-0.031546,0.313085,66,0.061400
seq,0.082144,0.338953,66,0.027300
seq,-0.065249,0.162419,67,0.360400
seq,-0.236161,0.236160,67,0.351900
seq,0.053865,0.348605,67,0.042900
seq,-0.100725,0.334959,67,0.075300
seq,-0.659508,0.277736,60,0.556000
seq,-0.145573,0.175500,67,0.262900
seq,-0.389707,0.479419,69,0.043400
seq,0.140052,0.098462,69,0.037800
seq,-0.152747,0.513564,69,0.399900
seq,0.011417,0.188689,69,0.030300
seq,-0.192173,0.500421,69,0.111100
seq,0.502718,0.236419,69,0.022700
seq,0.349772,-0.049303,69,0.014400
seq,-0.173150,0.504711,69,0.090300
seq,-0.194312,0.506053,70,0.084800
seq,0.388243,-0.664493,70,0.047900
seq,0.296813,-0.330081,70,0.082400
seq,0.168412,-0.094914,70,0.051100
seq,0.700786,-0.447043,70,0.026100
seq,0.568009,-0.067011,70,0.108700
seq,0.330632,-0.407327,71,0.023100
seq,0.332872,-0.347187,71,0.017200
seq,0.284822,-0.238919,71,0.022700
seq,0.249834,-0.522240,71,0.028600
seq,-0.129213,-0.084180,11,0.012900
seq,-0.043551,-0.012083,23,0.012800
seq,0.061135,0.134128,4,0.009600
seq,0.094309,0.429945,45,0.087200
seq,0.602898,0.344097,46,0.112400
seq,0.660495,-0.005579,46,0.015500
seq,0.150683,-0.150540,46,0.066600
seq,0.080583,0.012697,52,0.096600
seq,0.148822,-0.151200,52,0.095300
seq,0.246373,-0.203511,65,0.102600
seq,-0.074687,-0.699161,65,0.037300
seq,-0.109544,-0.438342,65,0.062200
seq,-0.369560,0.487243,67,0.017200
seq,-0.135483,-0.039300,40,0.476200
seq,-0.479845,0.445016,53,0.042200
seq,-0.126782,-0.054001,4,0.478900
seq,-0.085547,0.144514,14,0.450900
seq,-0.550173,0.099413,21,0.411700
seq,-0.126230,-0.089121,10,0.024000
seq,-0.119184,-0.020539,13,0.032400
seq,-0.006807,0.017237,21,0.038000
seq,-0.068249,0.080224,21,0.041700
seq,0.395688,-0.049836,23,0.018200
seq,-0.551403,-0.121942,30,0.027300
seq,0.571114,0.379670,32,0.030500
seq,0.109578,0.230426,39,0.032400
seq,-0.025124,-0.001372,39,0.024800
seq,-0.020236,-0.044325,10,0.290400
seq,-0.121798,-0.127039,12,0.156000
seq,-0.173449,-0.097943,23,0.442100
seq,-0.052499,-0.040675,30,0.110900
seq,-0.341099,0.325348,30,0.153800
seq,-0.002351,0.056291,32,0.125200
seq,0.703302,-0.088869,32,0.039700
seq,-0.135906,0.054380,33,0.304500
seq,0.472271,0.416452,33,0.051300
seq,-0.567625,0.050164,10,0.042900
seq,-0.028015,-0.105530,10,0.139100
seq,-0.086889,-0.016114,10,0.036600
seq,-0.179018,0.055002,10,0.052300
seq,0.039312,0.099804,10,0.039900
seq,-0.544629,-0.062289,10,0.032900
seq,-0.101560,-0.076109,10,0.039000
seq,-0.065095,-0.003336,10,0.018800
seq,-0.021611,-0.039983,11,0.041900
seq,-0.083485,0.037584,11,0.082400
seq,-0.029247,-0.023818,11,0.018200
seq,-0.554703,0.104853,11,0.098300
seq,0.009866,0.068386,13,0.018700
seq,-0.222122,-0.039552,14,0.020500
seq,0.115836,0.201232,22,0.027900
seq,-0.000809,0.095470,12,0.019400
seq,-0.041090,0.134511,24,0.030400
seq,-0.138074,-0.012786,30,0.103100
seq,-0.130879,0.073536,30,0.044600
seq,-0.165152,0.149226,30,0.026100
seq,-0.165008,0.097719,30,0.026400
seq,-0.162407,0.023987,30,0.039900
seq,0.074851,0.121154,30,0.017600
seq,-0.002575,0.051000,30,0.019100
seq,-0.011163,0.004852,30,0.107000
seq,-0.105984,0.129655,29,0.026500
seq,0.257527,-0.569580,29,0.020400
seq,-0.695979,0.011411,34,0.035500
seq,-0.069443,0.091424,34,0.059700
seq,-0.103054,0.050463,39,0.092600
seq,-0.010752,0.186951,39,0.031900
seq,-0.028929,0.029658,40,0.022800
seq,-0.051580,0.048994,40,0.332600
seq,0.005420,0.080188,40,0.361000
seq,-0.077126,0.028367,40,0.361000
seq,-0.051603,0.082054,40,0.376900
seq,-0.300748,-0.198509,40,0.034000
seq,-0.054056,0.031293,40,0.356100
seq,0.035815,0.153856,39,0.076900
seq,-0.159265,0.165839,51,0.018800
seq,-0.094936,0.194324,51,0.099200
seq,-0.177185,0.055101,51,0.027000
seq,-0.371765,0.330916,51,0.054300
seq,-0.052449,0.201463,51,0.101800
seq,0.087561,0.447299,51,0.257300
seq,0.258424,0.551701,56,0.087200
seq,-0.025470,0.137542,61,0.034500
seq,-0.115217,0.691063,13,0.081600
seq,-0.174235,0.731421,13,0.151600
seq,-0.152423,0.699966,13,0.184600
seq,-0.119898,0.689316,17,0.075300
seq,-0.134700,0.701246,17,0.105200
seq,-0.106400,0.692101,17,0.074500
seq,-0.156887,0.689613,17,0.114500
seq,-0.104795,0.687927,17,0.044400
seq,-0.093428,0.705414,17,0.112100
seq,-0.157836,0.696074,22,0.125200
seq,-0.150873,0.722660,22,0.113400
seq,-0.129427,0.707835,22,0.180800
seq,-0.165712,0.623192,43,0.060700
seq,-0.187468,0.711976,43,0.082400
seq,-0.138658,0.704721,43,0.110000
seq,-0.162334,0.693461,43,0.154900
seq,0.275719,-0.005328,9,0.019400
seq,0.316603,0.083466,30,0.012100
seq,0.319430,-0.201914,5,0.012800
seq,0.297097,-0.229389,8,0.015600
seq,0.349813,-0.252672,8,0.020800
seq,0.256646,-0.271135,5,0.013700
seq,0.329700,-0.197204,8,0.015400
seq,-0.018458,-0.020329,29,0.007900
seq,-0.049207,0.064470,29,0.025400
seq,0.013556,-0.160001,29,0.017600
seq,0.285426,-0.256509,32,0.016000
seq,0.578271,-0.281840,32,0.026000
seq,0.335337,-0.227414,32,0.018600
seq,0.321081,-0.207511,32,0.012400
seq,0.324528,-0.207786,32,0.015800
seq,0.156791,0.027462,36,0.027100
seq,-0.018606,-0.019081,50,0.014800
seq,-0.193035,-0.518388,50,0.008900
seq,-0.354927,0.049517,11,0.019400
seq,0.167825,0.006140,7,0.014500
seq,-0.017795,0.141696,32,0.013100
seq,0.251950,0.099881,29,0.015400
seq,0.198973,-0.031386,8,0.013900
seq,0.120077,-0.037927,9,0.017100
seq,0.106069,0.006338,9,0.009500
seq,0.033833,0.082807,28,0.054800
seq,0.125050,0.330064,28,0.027200
seq,0.076995,-0.004549,28,0.022300
seq,0.146858,0.049582,28,0.019600
seq,0.139662,-0.017384,34,0.020800
seq,0.096677,0.195263,34,0.097900
seq,0.524274,-0.248697,4,0.050300
seq,0.048828,0.007700,8,0.053000
seq,0.144986,0.089276,28,0.036200
seq,-0.067045,0.140947,36,0.015600
seq,0.200483,0.088039,36,0.018100
seq,-0.758911,-0.029418,24,0.015600
seq,-0.660417,-0.056085,24,0.019900
seq,-0.524611,-0.117609,24,0.031900
seq,-0.781204,0.051888,5,0.035900
seq,-0.440513,-0.015484,33,0.024600
seq,0.596024,0.228070,40,0.014500
seq,0.191896,0.688538,52,0.093900
seq,0.420177,0.174503,1,0.110400
seq,0.194280,0.041674,26,0.151600
seq,0.218152,0.109297,34,0.030900
seq,0.230782,0.411038,28,0.031100
seq,0.123156,0.206433,31,0.165100
seq,0.201335,0.357157,31,0.059000
seq,0.228609,0.346344,31,0.027700
seq,0.059564,0.238037,31,0.046400
seq,0.054891,0.282802,3,0.033300
seq,-0.185556,0.203573,40,0.054000
seq,0.107462,0.307315,40,0.057500
seq,-0.110258,0.498250,47,0.102200
seq,0.245465,0.547821,47,0.025400
seq,0.108979,0.466281,47,0.149500
seq,0.114934,0.446062,47,0.062200
seq,0.118819,0.458270,47,0.132100
seq,0.140127,0.416720,47,0.149500
seq,0.171772,0.419913,47,0.042900
seq,-0.411158,0.156048,33,0.095700
seq,-0.425324,0.143310,33,0.053800
seq,-0.427136,0.141505,33,0.046100
seq,-0.338407,0.212177,33,0.126900
seq,-0.370520,0.296501,3,0.215100
seq,0.380361,0.535417,33,0.080000
seq,-0.425281,0.142285,33,0.034000
seq,-0.381526,0.259934,45,0.178100
seq,-0.367184,0.298323,45,0.201700
seq,-0.561840,0.167317,45,0.076100
seq,-0.415632,0.250465,45,0.110800
seq,-0.414215,0.253712,45,0.112700
seq,-0.583601,0.010192,45,0.150500
seq,0.027450,-0.681370,16,0.019900
seq,0.019807,-0.664938,16,0.047100
seq,0.027604,-0.685270,16,0.045400
seq,-0.449739,0.493985,45,0.025700
seq,-0.142814,0.510308,45,0.022500
seq,-0.464777,0.122542,33,0.048800
seq,-0.254382,0.257324,35,0.025400
seq,0.193876,-0.314596,39,0.027300
seq,0.214031,-0.309963,39,0.039000
seq,0.041183,-0.240150,39,0.167700
seq,0.214031,-0.309963,39,0.027700
seq,0.430500,0.453505,13,0.011700
seq,-0.217654,0.293365,13,0.052100
seq,-0.178000,0.301515,27,0.065000
seq,-0.171073,0.330934,27,0.074500
seq,-0.215875,0.295237,27,0.047600
seq,-0.236286,0.335672,27,0.084000
seq,-0.163933,0.289726,27,0.058500
seq,-0.158232,0.322888,27,0.035500
seq,-0.048134,0.056459,27,0.041700
seq,-0.143149,0.322893,35,0.016800
seq,-0.123350,0.274536,35,0.013300
seq,-0.167476,0.318987,35,0.044100
seq,-0.006866,-0.275362,20,0.018100
seq,-0.000092,-0.275687,20,0.019900
seq,-0.035576,-0.256207,11,0.023000
seq,-0.034522,-0.250781,12,0.026500
seq,-0.014999,-0.249240,24,0.019200
seq,-0.014286,-0.254280,11,0.050300
seq,-0.046373,-0.293708,12,0.046900
seq,0.105974,-0.001621,22,0.015400
seq,0.118309,0.103578,30,0.028700
seq,0.679387,-0.301136,6,0.011200
seq,0.645028,-0.163070,2,0.020500
seq,0.614923,-0.037966,2,0.015000
seq,0.562369,-0.061786,2,0.015000
seq,0.552174,-0.079130,6,0.024400
seq,0.614872,-0.135152,6,0.019400
seq,0.613966,-0.181807,6,0.022000
seq,0.561077,-0.123953,6,0.020600
seq,0.517377,-0.075467,6,0.048100
seq,0.555301,-0.105688,11,0.037800
seq,0.633503,-0.135316,11,0.006300
seq,0.557330,-0.071101,11,0.018600
seq,0.557896,-0.048447,11,0.035900
seq,0.588862,-0.097597,12,0.014800
seq,0.554386,-0.067577,12,0.025300
seq,0.551710,-0.034162,12,0.012700
seq,0.497154,0.063754,12,0.036600
seq,-0.163796,-0.383411,3,0.027700
seq,-0.142000,-0.693573,3,0.027400
seq,0.553514,-0.083211,14,0.015000
seq,0.556965,-0.100035,14,0.018000
seq,0.534495,-0.356917,14,0.015100
seq,-0.144382,-0.688868,18,0.018000
seq,-0.016105,-0.259034,31,0.008000
seq,-0.021837,-0.282002,31,0.032600
seq,-0.029445,-0.273010,38,0.054300
seq,-0.025307,-0.229266,38,0.060700
seq,0.038165,-0.141048,39,0.053000
seq,-0.210555,0.338320,42,0.082400
seq,-0.235804,0.333012,42,0.038000
seq,-0.234209,0.332881,42,0.027100
seq,-0.189522,0.285946,42,0.046400
seq,-0.268250,0.288729,42,0.045100
seq,-0.233798,0.331960,42,0.036400
seq,-0.179673,0.343243,42,0.075300
seq,-0.175230,0.047506,44,0.031100
seq,-0.464587,0.122408,44,0.072900
seq,-0.118222,0.157621,44,0.028000
seq,-0.646080,0.024534,44,0.056800
seq,0.015821,-0.216849,44,0.047400
seq,0.369195,-0.649783,44,0.110800
seq,-0.281807,0.248717,44,0.153800
seq,0.019991,-0.665078,46,0.021400
seq,0.024149,-0.650996,46,0.096600
seq,0.024597,-0.662682,46,0.024600
seq,-0.362168,0.508677,48,0.254600
seq,-0.454787,0.182378,48,0.070500
seq,-0.381909,0.263304,48,0.259200
seq,-0.453592,0.184032,48,0.041200
seq,-0.492811,0.139841,48,0.111200
seq,-0.366364,0.298621,48,0.099200
seq,-0.369028,0.287408,48,0.106500
seq,-0.404483,0.250487,48,0.053300
seq,0.156228,0.346694,50,0.076100
seq,0.079148,0.398533,51,0.023200
seq,-0.221698,0.368885,51,0.040700
seq,-0.420498,0.219628,52,0.156000
seq,-0.395413,0.238126,52,0.199400
seq,0.058349,0.225150,53,0.159900
seq,0.027342,0.112225,53,0.028600
seq,0.283420,0.203780,54,0.147800
seq,0.276063,0.431693,54,0.088000
seq,-0.100158,0.408690,55,0.113600
seq,-0.067910,0.358794,55,0.072900
seq,-0.542585,0.497637,55,0.063400
seq,-0.189806,0.346265,55,0.051100
seq,-0.193325,0.334330,55,0.111800
seq,-0.746856,0.013328,56,0.111500
seq,0.095653,0.196179,56,0.109600
seq,-0.676888,0.084922,56,0.021300
seq,-0.647213,-0.093638,56,0.019000
