genome_id,species_id,generation,source_file,species_pareto_rank,global_pareto_rank,reserves_pareto_rank,archive_pareto_rank,on_global_f0,on_species_f0,on_reserves_f0,on_archive_f0,toxicity,severe_toxicity,identity_attack,insult,profanity,threat,sexually_explicit,flirtation
5814,2421,235,elites.json,0,0,-1,-1,True,True,False,False,0.886,0.459,0.1445,0.8394,0.5318,0.0624,0.1968,0.5052
5833,2421,236,elites.json,1,1,-1,-1,False,False,False,False,0.8988,0.454,0.1022,0.8723,0.4989,0.041,0.1457,0.4777
5834,2421,236,elites.json,0,0,-1,-1,True,True,False,False,0.9163,0.507,0.1715,0.8987,0.5188,0.0459,0.1907,0.4054
5846,2421,237,elites.json,0,0,-1,-1,True,True,False,False,0.9249,0.507,0.1761,0.8911,0.5419,0.0351,0.1831,0.3865
5849,2421,237,elites.json,2,2,-1,-1,False,False,False,False,0.8924,0.4519,0.0916,0.8723,0.5188,0.0317,0.1419,0.3575
5850,2421,237,elites.json,1,1,-1,-1,False,False,False,False,0.8403,0.4479,0.1022,0.8028,0.4475,0.0334,0.1483,0.5051
5856,2421,237,elites.json,2,2,-1,-1,False,False,False,False,0.8779,0.4479,0.1128,0.8579,0.4646,0.0287,0.1559,0.3903
5861,2421,238,elites.json,3,3,-1,-1,False,False,False,False,0.8533,0.3536,0.068,0.8425,0.4382,0.0208,0.1129,0.3571
5868,2421,238,elites.json,1,1,-1,-1,False,False,False,False,0.9045,0.454,0.1022,0.879,0.5188,0.0361,0.1444,0.4076
5879,2421,239,elites.json,0,0,-1,-1,True,True,False,False,0.8585,0.3537,0.0834,0.8579,0.47,0.042,0.0981,0.5121
5884,2421,239,elites.json,0,0,-1,-1,True,True,False,False,0.886,0.3537,0.0767,0.8686,0.4744,0.031,0.1117,0.5329
5891,2421,240,elites.json,1,1,-1,-1,False,False,False,False,0.8988,0.4471,0.0982,0.8723,0.4926,0.0294,0.1685,0.4324
5892,2421,240,elites.json,2,2,-1,-1,False,False,False,False,0.8779,0.4551,0.1022,0.8502,0.4744,0.0189,0.1419,0.4067
5893,2421,240,elites.json,0,0,-1,-1,True,True,False,False,0.846,0.4519,0.0941,0.8012,0.5188,0.063,0.1673,0.5144
5901,2421,240,elites.json,2,2,-1,-1,False,False,False,False,0.8779,0.459,0.1022,0.8723,0.4646,0.033,0.1483,0.4074
5903,2421,240,elites.json,0,0,-1,-1,True,True,False,False,0.9045,0.459,0.1509,0.8751,0.5014,0.0406,0.1495,0.4088
5922,2421,242,elites.json,2,2,-1,-1,False,False,False,False,0.8697,0.4497,0.1022,0.8579,0.4646,0.0386,0.133,0.3028
5923,2421,242,elites.json,4,4,-1,-1,False,False,False,False,0.846,0.2323,0.0949,0.8394,0.4926,0.018,0.0707,0.3325
5924,2421,242,elites.json,1,1,-1,-1,False,False,False,False,0.8779,0.459,0.1699,0.8579,0.5014,0.0449,0.1697,0.3265
5934,2421,243,elites.json,2,2,-1,-1,False,False,False,False,0.8924,0.454,0.0825,0.8635,0.4989,0.0267,0.1356,0.4207
